Region,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
CAN,0.5114268050625894,0.12013784218156315,-0.09619757582215227,-0.14097076082222354,-0.17023890253308133,-0.2257099265819629,-0.2638117478874619,-0.25097633361407756,-0.21899646254227334,-0.20013043157491553,-0.19581715127069257,-0.19718347335690273,-0.190411765693512,-0.1671603662834571,-0.12852931306701504,-0.07895806039985774,-0.021587512977242,0.07283215370639198,0.146370429664524,0.22317805774742658,0.3022353973998832,0.3830699823824929,0.4649515325220318,0.5470099957140007,0.6286275454133986,0.7091989982761278,0.7875439451170239
USA,5.391613350815084,0.43371536466833227,-2.4802335485417055,-3.358905185438559,-3.691468714580046,-3.916104523124466,-3.9963782565991015,-3.877842878417822,-3.7001886046308483,-3.5779075275050887,-3.438733393484898,-3.1936016397402147,-2.798254932840039,-2.249863274544764,-1.5950221528344042,-0.8443727409323287,0.0345792849802579,1.263560724957409,2.354933569525556,3.502213379717938,4.69025154558293,5.907613003611262,7.1405963698468335,8.3749593941149,9.599743711700308,10.803355993699778,11.96339867686095
MEX,0.5728153641313591,0.4064427751284471,0.31871276148610367,0.3232175780258085,0.33482570346992735,0.3194629889335225,0.2967421867204874,0.2871932324856479,0.28340159189486697,0.27316041327641294,0.24993452829303064,0.21352663255267776,0.17216865924176733,0.1329602944721814,0.09763406301585546,0.06443198745047563,0.0308858217997791,0.04960871707181007,0.02653083352489692,0.0026553899892480665,-0.021880426036343686,-0.04692918479955335,-0.0721955495178672,-0.09736487096842748,-0.12222251369184509,-0.14651109104061927,-0.16963158224702646
RCAM,0.3028126304239185,0.2746712698838448,0.2518869708630242,0.2511554418862886,0.25941606032047415,0.2802653385521333,0.3121011138059733,0.34948099451080017,0.37775006387052873,0.3842104962433007,0.3675507956370401,0.3306850131685102,0.27909798498726307,0.21714849285002513,0.14520656363840867,0.06405185987574297,-0.0232362315549075,-0.0549340260220318,-0.13448734644723942,-0.21595379584920701,-0.2986053978127213,-0.38222439094179606,-0.46604201064040685,-0.5490769059852396,-0.6307588292228201,-0.7103993117062095,-0.7863615330019765
BRA,1.5773462401219738,1.3923469630780363,1.3355618854887337,1.417430407964625,1.520240914346819,1.5082074697908767,1.3609254321246593,1.108360546649748,0.8416175440111956,0.6422967035909593,0.551907046742088,0.5543459917543536,0.5266444117980205,0.4138733848248199,0.3040296675534355,0.2477829272949157,0.2124011710145297,0.23829319973011143,0.21662460197816602,0.1991298631276926,0.1841608752410977,0.1710807947442765,0.15973301785998656,0.14956598946755228,0.1401706469967609,0.13127507268744923,0.12244779853390952
RSAM,1.3834075860435895,1.3510756439624734,1.282928640254264,1.1855810523929033,1.1723049445253833,1.2984803942135674,1.3590711744579163,1.2112160952890956,1.0111028252297642,0.8962809692927827,0.8282801603902239,0.7511941016262664,0.6423476082369546,0.5057262907183666,0.37018613874094863,0.24836428155107892,0.1331243935879986,0.1283281573719791,0.042130305912018357,-0.04197715018816983,-0.12450831638799523,-0.20572128237168588,-0.2856098663666546,-0.3642243812637258,-0.4416786913724994,-0.5179797327038353,-0.5928709690325833
NAF,0.5833202767786404,0.6078307246681154,0.6065714910881209,0.6163374552754084,0.6082526569890349,0.5854434291875233,0.5741657087153786,0.5914883618887729,0.6155654519231561,0.6216659290345498,0.6004772536053807,0.5530353997373109,0.49279461700231053,0.42943611693288214,0.36119939898832193,0.2855812747225155,0.2031009032851241,0.18634482910201638,0.10972911953054423,0.028070688900488305,-0.057255211894780556,-0.14530269952753133,-0.23489036186116263,-0.3247347090244166,-0.4138383555131651,-0.5012005751370894,-0.5850474297478492
WAF,1.8177402010940755,2.666513079210664,3.089863094463438,2.7795668843799044,2.333054820572921,2.299892059161861,2.2593850139085414,1.8266236066681791,1.4509442079781651,1.534013333907087,1.839283508301024,2.087964474710364,2.2155269489094738,2.212854434311315,2.074211323281364,1.791778798628382,1.377114278953778,1.225346261356545,0.7306889634316402,0.1582323310373086,-0.47402041529841465,-1.1519373465653149,-1.8615820495761737,-2.5885754340847447,-3.3208487106487823,-4.0461846140172835,-4.74332174928432
EAF,0.2842625990771873,0.45590024582228467,0.5808224177322162,0.5911121775762747,0.5461923953430854,0.5126275654496901,0.49909990929774956,0.5025545918607941,0.5272906319174142,0.576523551806134,0.6520601562521957,0.74760309105311,0.8424556513675939,0.9098520213090218,0.9092034974858658,0.8223855457778646,0.6772717359825213,0.630735545820171,0.4606896762823071,0.260530923355759,0.03759399763859195,-0.2024724177694175,-0.4547152227203608,-0.7138772854483464,-0.9754872131893393,-1.2350721170053518,-1.4850409264617694
SAF,0.507480038403283,0.4489508968785464,0.3970262062355945,0.36717209709747267,0.3523711845452059,0.35947217763102524,0.37190994773215835,0.37367603544597305,0.3598832849118914,0.32981341841542955,0.29054971457915096,0.24927613739497195,0.2099722344404674,0.17475904840263412,0.1428093748691926,0.11346206765416025,0.0872239303294069,0.0980046938063101,0.08310871152064378,0.06938404572148679,0.056627822401297115,0.04461890555573177,0.03321253792746302,0.022280369368521902,0.01169357627971604,0.0013139503187051538,-0.009044324917978602
