Region,0
CAN,0.7420054736296873
USA,6.626041315404652
MEX,1.2697749653766965
RCAM,1.1100297198909561
BRA,2.767563194961131
RSAM,3.5632741999468376
NAF,1.2600207996921786
WAF,8.950847939608298
EAF,2.9238629131166958
SAF,1.0303410629095295
WEU,4.383181237214528
CEU,0.8890539985030879
TUR,0.7210440193798965
UKR,0.6116702529211647
STAN,0.6076369055637837
RUS,1.9665591376998979
ME,4.268274490112336
INDIA,12.611657554545452
KOR,0.6623270065588562
CHN,10.796769916078352
SEAS,3.704306257070039
INDO,2.472971048856214
JAP,1.1112114646226932
OCE,0.7573508159942889
RSAS,4.862197801775517
RSAF,2.4776072729613605
