Region,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
CAN,0.0,-1.4506991663268645e-05,-0.000460443440108508,0.0005843724399063978,0.0007925534396878706,-9.264209209911377e-05,-0.000897032729529517,-0.00048137798739836376,0.0005488501339726708,0.001344165920457553,0.0016025703249322582,0.001263945330298215,0.0006747535999846932,0.00021448641951438076,0.00022017062885461235,0.0008629042952350476,0.0017413639517099792,0.001468262405371528,0.0014477060597392864,0.0014268708415910698,0.001405877440969584,0.0013851233296190914,0.001364410855791088,0.0013438162638205345,0.001323312069835043,0.0013028784904419435,0.001282196182263405
USA,0.0,-0.00015290955641283156,-0.02058860953184308,-0.03288149330366541,-0.03516113894780591,-0.03637202232533953,-0.03701856684063066,-0.03806411693878962,-0.040670861051429676,-0.04468949018215863,-0.04824424314293831,-0.049745685640892795,-0.0488150741051845,-0.046077246224255165,-0.042788259740764376,-0.03938833179195034,-0.03567622071964722,-0.046050436041999425,-0.0454051323266028,-0.04475087050514819,-0.04409238980675979,-0.043441437493701544,-0.0427948141383118,-0.04214877980932362,-0.04150544892562149,-0.040864446521580076,-0.04021550102865161
MEX,0.0,-1.6260218823547163e-05,-0.0017919821940590602,-0.0007496479185161355,-7.068758791144553e-05,-7.156900665051752e-05,-0.0003107692634139968,-0.00033981365997715274,-0.0002762924174661642,-0.0002913262473649376,-0.0005299818904960716,-0.0010594366062522459,-0.001762379238546059,-0.0025282857268526075,-0.0031925408890130457,-0.0036433141275918337,-0.0039872165450745446,-0.003015955784453639,-0.0029736788110448216,-0.0029309328822347534,-0.0028878053878326577,-0.002845171202199514,-0.0028028173334469202,-0.0027605048933980526,-0.0027183603492645352,-0.0026763774055253166,-0.002633972742138961
RCAM,0.0,-8.58577135225965e-06,0.0001545664047455853,0.000727990779174061,0.001329888004737467,0.002460119445334517,0.004169674744482849,0.006312684020590823,0.008439509418618365,0.01014295547625559,0.011360241882384534,0.012136976333360215,0.01257395395304168,0.012740902941703448,0.012643741107036857,0.012338464554149104,0.011958060488893484,0.013135137235945822,0.0129509890041777,0.012764441090653021,0.012576626083589872,0.012390956399354284,0.012206548349358503,0.012022284413847442,0.01183867918664525,0.011655854005812151,0.01147077537374888
BRA,0.0,-4.4794252651478804e-05,-0.006021166878726995,-0.025293774034574314,-0.03246083520803155,-0.038791357026748,-0.04616210247754191,-0.05335508312784441,-0.059511590179375976,-0.06471694136664305,-0.07013601832239712,-0.07769606091484381,-0.08534030434197887,-0.08809378202188155,-0.08778244218444733,-0.08975628320450209,-0.09311802545459107,-0.08560673669538635,-0.08440730620124776,-0.08319135939137949,-0.0819672772136292,-0.0807571809291136,-0.07955525546902739,-0.07835431531935853,-0.07715840487776898,-0.07596682697113787,-0.07476053877342174
RSAM,0.0,-3.924479784277579e-05,-0.005280748706591172,-0.019796959215183676,-0.023469825784439034,-0.025987544554756478,-0.030158664132294954,-0.03669055246731837,-0.04360782802282779,-0.05050957522157753,-0.05802659596678084,-0.06609106981528144,-0.07412004563582685,-0.08115615694166324,-0.08734637992247565,-0.09354631479830666,-0.09919867326497189,-0.0887820352647238,-0.08753800694264136,-0.08627708078759017,-0.08500759591314394,-0.08375261541702823,-0.08250611250155603,-0.08126062816635284,-0.08002025587855013,-0.07878448289825801,-0.07753355564024192
NAF,0.0,0.00025142056151337033,0.0061985782705857575,0.009324769912921043,0.011121029481645573,0.012534229649808064,0.014747808331268108,0.01876595894889387,0.02392340400745635,0.02917564940635478,0.03387323490762423,0.03766695743291343,0.041102111004728825,0.04476487228542861,0.048592696847937225,0.05239988416538674,0.055993677978045976,0.05638423227098767,0.055594214244205284,0.05479340061965571,0.05398717253135855,0.053190154369270735,0.052398541543056454,0.051607556626697484,0.050819731168311594,0.05003491653354478,0.04924042381589493
WAF,0.0,-5.154234082193051e-05,0.011087326130754579,0.006371667712140675,-0.0036899973755294786,-0.005193307251347343,-0.0066793519256054265,-0.016961783760249136,-0.026344963330883497,-0.025665686550624452,-0.020519378916515625,-0.01736561723323855,-0.018111419880143368,-0.02348118248987343,-0.03345399917484471,-0.04754588584950288,-0.06473434564583702,-0.053964039112846515,-0.05320792254362048,-0.05244141655849423,-0.05166981010066525,-0.050907020200918536,-0.05014935766591777,-0.049392326599821915,-0.04863840206393101,-0.04788728241338878,-0.047126893736984275
EAF,0.0,0.0007879418325772668,0.00625790618837465,0.007551732615517329,0.006794859746518899,0.006267571538730006,0.0063383239709987604,0.006963985364319614,0.00831536208595462,0.0106114168237645,0.014097956767504981,0.01874003584624495,0.023892404605312355,0.028617961662346123,0.03154271015321119,0.032059401821366754,0.031107945796739197,0.042410948743732496,0.04181670999869764,0.04121435034546414,0.04060792342849286,0.04000842417927082,0.03941298843539344,0.03881792224295131,0.03822541478026288,0.03763509476991687,0.037037494105549594
SAF,0.0,-1.439098620180683e-05,-0.0019358086719711784,-0.0025359283453697604,-0.002945146005993988,-0.0028311767203541166,-0.0025749332087528056,-0.002669974411932363,-0.0032709107390598716,-0.004308295950816393,-0.005498921755589993,-0.0066124718076258394,-0.007625909173792539,-0.008595035719507904,-0.00950938746623947,-0.010286507668151064,-0.010863496202591543,-0.010231597350774214,-0.01008826450523432,-0.009942946345869525,-0.009796666233654269,-0.009652046606701018,-0.009508398578182321,-0.009364872128131155,-0.009221940999176333,-0.009079542821897919,-0.008935393720608347
