Region,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
CAN,0.0,0.006571038649403815,0.03207818773035202,0.04153465221126882,0.04837988222464614,0.0547588175126766,0.06037536237408839,0.06555233872156967,0.07128933860742463,0.07786496382771388,0.08394293296212407,0.08767165165089393,0.08851326582893693,0.08706617548301906,0.08494338312948134,0.0836711677777669,0.08188282663901549,0.0611958989570841,0.05499475218545652,0.04829283373161973,0.04123191907379968,0.03379644246241554,0.026098042845997878,0.01828364825306017,0.010452283275969247,0.002675885888110262,-0.004973121718697807
USA,0.0,0.07525702517434457,0.34552468001193315,0.47897060368363453,0.5531994143502271,0.6258975328305385,0.6919997778569531,0.7431983518227627,0.7868844481003182,0.8309098287685757,0.8683674667067995,0.8904427274510418,0.8945894113439221,0.8816207150580122,0.8496111287978926,0.79156981657668,0.7025362059411141,0.4762943462545333,0.3517157831111346,0.2231809749517898,0.09292898586187576,-0.03717013275102787,-0.16555526132427978,-0.2907148434335632,-0.41146913022642045,-0.5266466624955743,-0.6340340005656105
MEX,0.0,0.0018537696134414794,0.015414066232731324,0.01976042301532635,0.02400837623134332,0.028767083805182794,0.03378158998209814,0.03903171698297948,0.045271681047266796,0.053286931856354275,0.06265990122892046,0.07234056025238442,0.08185749500558095,0.0912823273271684,0.10148601259500227,0.11339476757235954,0.12591636517277746,0.11224263938157103,0.11705582786007787,0.12123229422779042,0.12484519856609144,0.12794407018856663,0.13052700953417107,0.13258884267197865,0.13416021995603164,0.13524480836346192,0.13570065867394399
RCAM,0.0,0.0003707490277777834,0.0041385486257780706,0.005464253900097776,0.007107760408126592,0.009347594344599667,0.012471299622212858,0.016797653127497734,0.022789005459076483,0.03082760966132985,0.040944964764069586,0.05294929160958749,0.06678483123824125,0.08244479422897925,0.09969007401424251,0.11802442979229194,0.13686937537448543,0.12616475639748065,0.13768188792582128,0.1482715951686059,0.15800501727247346,0.1670909562619765,0.17546058180080448,0.18299876912672636,0.18971302563707854,0.19557811479260945,0.2003245912656269
BRA,0.0,-0.0027162864144529225,-0.008974314990500665,0.020553601488442888,0.036887043395961785,0.047450079534680695,0.057336054285351906,0.06404547700549418,0.06851410810983068,0.0739740343750496,0.08413495889518484,0.10289614835963505,0.12279528894751873,0.13018581759422898,0.1304129550783053,0.13754301543142974,0.14914274362643304,0.13142827545150987,0.12978321202131954,0.12809103777032635,0.1264772924953926,0.12486638377156432,0.12327402714213997,0.1217788231745604,0.12040584311919933,0.11915815725338508,0.11808111293124007
RSAM,0.0,-0.0026224673271196485,-0.00188121251380877,0.024214614035749163,0.030981741739886035,0.04129746207342799,0.0541190089499409,0.06476161215753776,0.07435256968394452,0.08886226948951809,0.10973914857856684,0.13503836685758813,0.1612749536459936,0.18413706760648008,0.20523393052436534,0.22881520249172987,0.253108480305094,0.23449406458779315,0.23849489435835663,0.2424285200337145,0.24632259305085072,0.25012563838071195,0.253822226842979,0.25741847186086386,0.26091051534741244,0.2642801162160616,0.26746874452488373
NAF,0.0,0.005991269723229182,0.006035158582471821,0.008000544047132642,0.010723659282646665,0.014131686024937157,0.018374356525537903,0.024009369621953575,0.03176464712825103,0.042113261053093834,0.05475857345969384,0.06890036085204695,0.08459196312879746,0.102455450011029,0.12256877441690575,0.14451386629129598,0.16739017750974866,0.14226251688373068,0.16080112575012212,0.17770050906566498,0.19286783713786143,0.20651717600089708,0.21849188602142572,0.22860478629118652,0.23690454859537285,0.24339326599023778,0.2476472839881836
WAF,0.0,0.024347423511796477,0.007532440278965255,-0.00033058733240709515,-0.00030543194912709126,0.0031726362662760077,0.008935620690668084,0.01411992377075759,0.01989601185311035,0.03481963515844563,0.06632037812489297,0.11640751651064993,0.18722400352155416,0.2808310419805057,0.40014595358453864,0.5476346809523673,0.7196181335612499,0.78470412811073,0.900337788514485,1.0094546188093105,1.1119263782761137,1.208659067601051,1.2985125059201805,1.3800459237891347,1.4529209919175403,1.5164631958017378,1.567402626835119
EAF,0.0,0.004697647829901815,0.00029279676543314537,-0.0005586868875888384,-0.00022093070793760897,0.0005650390303380687,0.0017860186381917012,0.0035940975972300546,0.006514503195767695,0.011643305571881715,0.020730472569228955,0.036344854156239094,0.061288384303743254,0.0977400556646293,0.14478636432207445,0.19912058571453117,0.2599158375892058,0.25900733756697314,0.31171831610764117,0.3601341070064021,0.4043623149136841,0.44538499188926517,0.48276966374654634,0.5158648865740226,0.5446677985651216,0.5690422534260913,0.5876194106386065
SAF,0.0,0.0006927755478033186,0.009231925405412768,0.0124032324990014,0.015266892983742331,0.019009226844754642,0.023559634178586815,0.028448578881348826,0.03376452516357782,0.03976017050843686,0.046270585661445165,0.05307521508296344,0.06000689486517469,0.06693991408083086,0.07377446987606918,0.08026924860360998,0.08595492592978686,0.07549075189558092,0.07562423423601382,0.07561051533539644,0.07549012047086641,0.07530533045783556,0.07506965946491297,0.07479306119275304,0.07449133792698844,0.07417668509341484,0.07385194997820285
