,Region,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
PCC,UKR,0.403864,0.288584976,0.196883467,0.178645884,0.155853855,0.126956467,0.099279323,0.089829919,0.081688556,0.074408545,0.067386891,0.06040665,0.053748639,0.047748717,0.042394047,0.037546803,0.033324534,0.04380944,0.043185296,0.042626595,0.042133705,0.041695282,0.041316374,0.041004124,0.040757124,0.040575285,0.040473145
PCC,STAN,0.485141,0.350015621,0.308640519,0.267661991,0.224973425,0.185563913,0.152057491,0.139443494,0.127996008,0.117548919,0.107259385,0.096796211,0.086645201,0.077400878,0.069125097,0.061645276,0.055136733,0.073070785,0.072601884,0.072186702,0.07182437,0.071500813,0.071220126,0.070988994,0.070806746,0.070672275,0.070596581
PCC,RUS,1.8782,1.279215063,0.985026329,0.799110855,0.620141515,0.455382634,0.307795061,0.281028603,0.257660427,0.236651237,0.216155363,0.195446237,0.175384726,0.15706555,0.140510651,0.125343314,0.112068115,0.148499455,0.147554118,0.14670928,0.145963607,0.145301792,0.144727947,0.144256146,0.143882204,0.143607814,0.143453065
PCC,ME,2.00627,1.444726245,1.159693895,1.078666559,0.992710028,0.885557448,0.764201897,0.726609148,0.689852942,0.652965676,0.612079168,0.565952888,0.517903849,0.47198655,0.428887918,0.388029591,0.351794915,0.473096283,0.476975262,0.480450311,0.483518116,0.486245999,0.488602695,0.490545132,0.492081459,0.493211577,0.493847768
PCC,INDIA,2.77719,2.705480589,2.863315123,3.125972649,3.333150758,3.456102955,3.464981642,3.234370847,3.015202836,2.801799609,2.578569824,2.341619445,2.103973386,1.881066564,1.675741392,1.485666763,1.318719722,1.734474979,1.711063944,1.689962799,1.671230354,1.654609119,1.640263382,1.628447889,1.61908153,1.61219194,1.608327051
PCC,KOR,0.784572,0.540597667,0.371683293,0.302358817,0.240307499,0.186818952,0.140693618,0.124799011,0.110834993,0.09845458,0.086925886,0.076001871,0.066014403,0.057317215,0.049824544,0.043286434,0.037677683,0.048458655,0.046687009,0.045103234,0.043707731,0.042465776,0.041391941,0.040507165,0.039807671,0.039292561,0.039002955
PCC,CHN,11.3913,8.073853768,5.505267624,4.655441007,3.884149575,3.206270035,2.626736836,2.322463559,2.054721864,1.817204749,1.596438233,1.387837964,1.196806239,1.029648629,0.886684084,0.764438394,0.66059838,0.84227264,0.803730346,0.769338797,0.73908606,0.71214693,0.688841282,0.669641537,0.654464636,0.643288415,0.637004765
PCC,SEAS,1.51417,1.221736016,1.129196197,1.098265477,1.044075711,0.982222985,0.920461191,0.848436142,0.782893662,0.721854242,0.660483641,0.597200469,0.535228689,0.478365328,0.42695689,0.379988843,0.338937713,0.447984654,0.444007293,0.440448797,0.437309905,0.434516782,0.43210369,0.430114605,0.428542333,0.427383385,0.426732367
PCC,INDO,1.63506,1.202506594,0.86528323,0.794215824,0.722926045,0.648699581,0.583230733,0.53274233,0.486651667,0.443809097,0.401476431,0.358927985,0.318139566,0.28128955,0.248420529,0.218780462,0.193009009,0.252085486,0.24686287,0.242181271,0.238045599,0.234369022,0.231191698,0.228573522,0.226503018,0.224978823,0.22412191
PCC,JAP,1.06462,0.748285105,0.47534893,0.362356895,0.309973359,0.263746775,0.22069192,0.196981524,0.176461252,0.158093173,0.140738914,0.124070359,0.108552694,0.094743167,0.082626145,0.071917652,0.062686554,0.080770325,0.077980952,0.075483385,0.073279204,0.071318896,0.069624756,0.068228654,0.067124602,0.066311611,0.065854606
PCC,OCE,0.388396,0.267090107,0.167663045,0.125848882,0.116903839,0.104035635,0.092916465,0.088514081,0.08439024,0.080278893,0.075674229,0.070401711,0.064818063,0.059378458,0.054105609,0.048919056,0.044252533,0.059409642,0.05982328,0.060185674,0.060499071,0.060779816,0.061024215,0.061225139,0.061383589,0.061500416,0.061566045
PCC,RSAS,0.417044,0.621156399,0.800214537,0.980613365,1.139685173,1.263998382,1.344506622,1.267548169,1.19379019,1.121719995,1.045110977,0.962050622,0.877501407,0.797612027,0.723090371,0.652686666,0.590320527,0.791913806,0.796525974,0.800648117,0.804281633,0.807514176,0.810309149,0.81261155,0.814433506,0.815773888,0.816526732
PCC,RSAF,0.786528,0.619836137,0.494006324,0.585129024,0.620263083,0.592494167,0.575250712,0.558074528,0.540584527,0.522199097,0.499607848,0.471431826,0.440216997,0.409262267,0.378797544,0.348255713,0.320578103,0.437950983,0.448251896,0.457467523,0.465594223,0.472824478,0.479075135,0.484224402,0.488296711,0.491295535,0.492981054
IEPC,CAN,0.210925803,0.159212244,0.123277749,0.113185797,0.106946939,0.101355296,0.09596036,0.090882775,0.086293602,0.081877077,0.077071289,0.071661039,0.065984664,0.060483547,0.055156791,0.049907369,0.045180054,0.060701974,0.061170712,0.061582294,0.061938977,0.062258377,0.062536143,0.06276448,0.062944634,0.063077337,0.063152155
IEPC,USA,1.911354628,1.427724169,1.096142552,0.999583648,0.937892698,0.881240565,0.826893427,0.777094027,0.733618818,0.693637956,0.651564992,0.604930261,0.556560347,0.510348579,0.466777203,0.425096809,0.387993178,0.525350926,0.533109944,0.540072592,0.546229178,0.551701293,0.556426182,0.560321402,0.563402656,0.565670846,0.566945403
IEPC,MEX,0.696635834,0.523481463,0.40264754,0.366604833,0.342478015,0.319515306,0.296443683,0.274023754,0.253588507,0.234788614,0.21612471,0.197008215,0.178203214,0.160770139,0.144868255,0.130228417,0.117394658,0.15689054,0.157190945,0.157469351,0.157720773,0.157942666,0.158132578,0.158290128,0.158414356,0.158505993,0.158557283
IEPC,RCAM,0.520971307,0.38982194,0.298679251,0.2710557,0.252502374,0.234972127,0.217522079,0.20069215,0.185403072,0.171331248,0.157317092,0.142925042,0.128814127,0.115825238,0.104025751,0.093176681,0.083668456,0.111371846,0.111155312,0.110964454,0.110798684,0.110650417,0.110521574,0.110415477,0.110331897,0.110270235,0.110235484
IEPC,BRA,1.17678796,0.873140981,0.663587794,0.597242576,0.551745341,0.509237825,0.467472062,0.427438266,0.390912851,0.357093472,0.323590785,0.289661579,0.256944874,0.227293888,0.200845005,0.177044893,0.156373574,0.204484091,0.200482951,0.196900021,0.193738669,0.190927029,0.188496901,0.186494035,0.18491116,0.183744602,0.183089103
IEPC,RSAM,1.224212666,0.918950377,0.706437839,0.643231251,0.601158881,0.561210784,0.521240477,0.482577621,0.447210603,0.414209691,0.380798593,0.346004948,0.311617716,0.279821173,0.250844094,0.224152799,0.200745396,0.26648781,0.265274674,0.26418858,0.263230931,0.262378949,0.261641812,0.261035381,0.260555069,0.260201583,0.260003382
IEPC,NAF,1.078835319,0.8179039,0.634094341,0.581858661,0.547990258,0.51562259,0.48253939,0.449744591,0.419129222,0.389938621,0.359747077,0.327823251,0.296124528,0.26688269,0.240203877,0.215483655,0.193747309,0.258279359,0.258170094,0.25807321,0.257991123,0.257915611,0.257851707,0.257797588,0.257755993,0.257724312,0.257707665
IEPC,WAF,2.960480437,2.377266342,1.952015272,1.895314688,1.885781357,1.870639587,1.840067955,1.79676124,1.750378747,1.700003509,1.634988401,1.550457286,1.453961104,1.356179844,1.259140833,1.161887562,1.073828141,1.472613527,1.512464585,1.548180203,1.579730434,1.607781991,1.632025046,1.651995474,1.667795177,1.67943214,1.685961205
IEPC,EAF,1.839154323,1.469510337,1.198598662,1.154648465,1.138846054,1.11941167,1.091916783,1.058840696,1.025014836,0.98912719,0.94519875,0.890807045,0.830310547,0.769743762,0.710263327,0.651320586,0.598167244,0.815214781,0.832479795,0.847930762,0.861564262,0.873690606,0.884169773,0.892805734,0.899636072,0.904664885,0.907491086
IEPC,SAF,0.307636036,0.229499092,0.175415195,0.158867004,0.147836319,0.137659196,0.127791173,0.118492057,0.110073067,0.102160678,0.094008987,0.085370271,0.076777701,0.068833105,0.06155015,0.054771434,0.048800129,0.06444799,0.063840854,0.063291962,0.062803406,0.062370282,0.061997184,0.061689235,0.061445579,0.061266153,0.061165279
IEPC,WEU,2.379456626,1.739560521,1.308472786,1.171563145,1.081533641,1.001198966,0.925341901,0.855157836,0.792806045,0.735693356,0.678827449,0.620365813,0.562918331,0.509813521,0.460788507,0.414577081,0.37365191,0.499468424,0.50066929,0.501727443,0.502646657,0.503469234,0.504183846,0.504771798,0.505236044,0.505576481,0.50576926
IEPC,CEU,0.703037639,0.503028043,0.369921358,0.323198993,0.290950591,0.262874696,0.237377419,0.214477914,0.194267999,0.175771792,0.157825061,0.140180232,0.123655396,0.109081187,0.096346478,0.085026921,0.075237818,0.098558663,0.096786144,0.09520468,0.09381386,0.092575355,0.091503592,0.090620847,0.089923112,0.08940921,0.08912026
IEPC,TUR,0.472236101,0.354770866,0.272867122,0.248559781,0.232426234,0.217137876,0.201793779,0.186860119,0.173158264,0.160365985,0.147392723,0.133850881,0.120471791,0.108133416,0.096938627,0.086677328,0.07769702,0.103230735,0.102840175,0.102493262,0.102189568,0.10191861,0.101683872,0.101490564,0.101337923,0.101225397,0.101162089
IEPC,UKR,0.309223372,0.217019856,0.1573384,0.136273769,0.122092282,0.11002156,0.099279323,0.089829919,0.081688556,0.074408545,0.067386891,0.06040665,0.053748639,0.047748717,0.042394047,0.037546803,0.033324534,0.04380944,0.043185296,0.042626595,0.042133705,0.041695282,0.041316374,0.041004124,0.040757124,0.040575285,0.040473145
IEPC,STAN,0.377324178,0.280813726,0.213785557,0.192718982,0.178410137,0.165133696,0.152057491,0.139443494,0.127996008,0.117548919,0.107259385,0.096796211,0.086645201,0.077400878,0.069125097,0.061645276,0.055136733,0.073070785,0.072601884,0.072186702,0.07182437,0.071500813,0.071220126,0.070988994,0.070806746,0.070672275,0.070596581
IEPC,RUS,0.884392349,0.632040376,0.465018988,0.40806171,0.370107272,0.337469161,0.307795061,0.281028603,0.257660427,0.236651237,0.216155363,0.195446237,0.175384726,0.15706555,0.140510651,0.125343314,0.112068115,0.148499455,0.147554118,0.14670928,0.145963607,0.145301792,0.144727947,0.144256146,0.143882204,0.143607814,0.143453065
IEPC,ME,1.468257066,1.144857473,0.911781684,0.859203118,0.829955042,0.799304938,0.764201897,0.726609148,0.689852942,0.652965676,0.612079168,0.565952888,0.517903849,0.47198655,0.428887918,0.388029591,0.351794915,0.473096283,0.476975262,0.480450311,0.483518116,0.486245999,0.488602695,0.490545132,0.492081459,0.493211577,0.493847768
IEPC,INDIA,7.683338186,5.818383533,4.512605369,4.148265299,3.916516137,3.694479546,3.464981642,3.234370847,3.015202836,2.801799609,2.578569824,2.341619445,2.103973386,1.881066564,1.675741392,1.485666763,1.318719722,1.734474979,1.711063944,1.689962799,1.671230354,1.654609119,1.640263382,1.628447889,1.61908153,1.61219194,1.608327051
IEPC,KOR,0.41663528,0.301441003,0.223479878,0.196141634,0.176397748,0.158064943,0.140693618,0.124799011,0.110834993,0.09845458,0.086925886,0.076001871,0.066014403,0.057317215,0.049824544,0.043286434,0.037677683,0.048458655,0.046687009,0.045103234,0.043707731,0.042465776,0.041391941,0.040507165,0.039807671,0.039292561,0.039002955
IEPC,CHN,7.922945415,5.725672607,4.232762873,3.699662014,3.313279363,2.959374042,2.626736836,2.322463559,2.054721864,1.817204749,1.596438233,1.387837964,1.196806239,1.029648629,0.886684084,0.764438394,0.66059838,0.84227264,0.803730346,0.769338797,0.73908606,0.71214693,0.688841282,0.669641537,0.654464636,0.643288415,0.637004765
IEPC,SEAS,2.203621868,1.652266097,1.267688592,1.150960955,1.071600066,0.995792582,0.920461191,0.848436142,0.782893662,0.721854242,0.660483641,0.597200469,0.535228689,0.478365328,0.42695689,0.379988843,0.338937713,0.447984654,0.444007293,0.440448797,0.437309905,0.434516782,0.43210369,0.430114605,0.428542333,0.427383385,0.426732367
IEPC,INDO,1.455682291,1.083589564,0.825685689,0.745008648,0.689308568,0.636047097,0.583230733,0.53274233,0.486651667,0.443809097,0.401476431,0.358927985,0.318139566,0.28128955,0.248420529,0.218780462,0.193009009,0.252085486,0.24686287,0.242181271,0.238045599,0.234369022,0.231191698,0.228573522,0.226503018,0.224978823,0.22412191
IEPC,JAP,0.702440435,0.497370629,0.36142279,0.31211279,0.277641039,0.24762733,0.22069192,0.196981524,0.176461252,0.158093173,0.140738914,0.124070359,0.108552694,0.094743167,0.082626145,0.071917652,0.062686554,0.080770325,0.077980952,0.075483385,0.073279204,0.071318896,0.069624756,0.068228654,0.067124602,0.066311611,0.065854606
IEPC,OCE,0.190644862,0.146055644,0.114593136,0.106522765,0.101786758,0.097388562,0.092916465,0.088514081,0.08439024,0.080278893,0.075674229,0.070401711,0.064818063,0.059378458,0.054105609,0.048919056,0.044252533,0.059409642,0.05982328,0.060185674,0.060499071,0.060779816,0.061024215,0.061225139,0.061383589,0.061500416,0.061566045
IEPC,RSAS,2.757592889,2.123658394,1.67270561,1.557912729,1.48791526,1.418855859,1.344506622,1.267548169,1.19379019,1.121719995,1.045110977,0.962050622,0.877501407,0.797612027,0.723090371,0.652686666,0.590320527,0.791913806,0.796525974,0.800648117,0.804281633,0.807514176,0.810309149,0.81261155,0.814433506,0.815773888,0.816526732
IEPC,RSAF,0.963452131,0.769536823,0.628256972,0.606243048,0.598934624,0.5893552,0.575250712,0.558074528,0.540584527,0.522199097,0.499607848,0.471431826,0.440216997,0.409262267,0.378797544,0.348255713,0.320578103,0.437950983,0.448251896,0.457467523,0.465594223,0.472824478,0.479075135,0.484224402,0.488296711,0.491295535,0.492981054
ATP,CAN,0.551409362,0.570814707,0.602391251,0.635711639,0.652097115,0.630957017,0.612064466,0.631828601,0.673346435,0.710647473,0.731256727,0.730083906,0.718894756,0.713253266,0.728477392,0.775706107,0.841672726,0.778864125,0.804785434,0.828199605,0.849033755,0.86678304,0.881432101,0.89309764,0.901917424,0.907880495,0.910380741
ATP,USA,5.330046563,5.14296685,4.964565777,4.860527737,4.848042029,4.919193401,4.98760023,5.03383012,5.048102323,5.028205595,4.990099216,4.958198336,4.971051472,5.053562104,5.163794831,5.258183698,5.346913778,5.364844959,5.432562866,5.489500954,5.536794676,5.577445854,5.61126523,5.637572762,5.656904559,5.669584629,5.674232712
ATP,MEX,0.579469872,0.605248284,0.643271881,0.702866139,0.756203291,0.782888239,0.800440869,0.8290744,0.869490035,0.916468373,0.95889165,0.987879249,1.009213828,1.032555728,1.069893789,1.130806235,1.206942697,1.176303612,1.218328757,1.255163865,1.287123035,1.314516633,1.337280222,1.355374982,1.369041226,1.378344335,1.382298689
