,Region,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
20,SEAS,1.5141700000000002,1.1378773189540907,0.876636559428642,0.8007718498746128,0.751546912025812,0.7051838385901487,0.6586515506622037,0.6133409807594716,0.5716367836723847,0.5323267612380752,0.4919902592927505,0.4494418286478297,0.4069379808055044,0.3672889844346307,0.3308227743921677,0.2969071253741627,0.2670508605916584,0.3561424990690324,0.3561420676339633,0.3561415619354806,0.3561415194992443,0.35614149120842,0.3561412542727673,0.3561411976911188,0.3561409784372313,0.3561409041738178,0.3561407273561665
21,INDO,1.63506,1.2287244425190538,0.9466264507019656,0.8647047695146413,0.8115497559566787,0.7614850955475332,0.7112377107099881,0.6623095847894105,0.617275761315684,0.5748272612916167,0.5312703285359006,0.4853248686401926,0.4394275509987967,0.3966130136574409,0.3572353735034095,0.3206119289209788,0.2883719662382671,0.3845766027115925,0.3845761368311273,0.3845755907581228,0.3845755449338148,0.384575514384276,0.3845752585318893,0.3845751974328119,0.3845749606738869,0.3845748804813478,0.3845746895467309
22,JAP,1.06462,0.800046858215989,0.6163672598842407,0.5630264282171158,0.5284161444757985,0.4958180509717165,0.4631009819676755,0.4312429086140583,0.4019204928332315,0.3742814324344555,0.3459206494965876,0.3160046491576589,0.2861199951954906,0.2582426006384993,0.2326030380164641,0.2087567867649214,0.1877647075315792,0.2504054547104177,0.2504051513664053,0.2504047958074399,0.2504047659703239,0.2504047460789133,0.250404579488349,0.2504045397055277,0.2504043855470952,0.2504043333321423,0.2504042090108256
23,OCE,0.388396,0.2918740954929056,0.2248638746876816,0.2054040057615063,0.192777438757324,0.1808849615122868,0.168949079476543,0.1573265773083971,0.1466291369074935,0.1365458203225684,0.1261992040182193,0.1152852113563882,0.1043826545189342,0.0942123885683066,0.0848585312632137,0.0761589120553328,0.0685005554530586,0.0913532311883182,0.0913531205219762,0.0913529908065097,0.0913529799212958,0.0913529726644864,0.0913529118887084,0.0913528973750898,0.0913528411348176,0.0913528220856932,0.091352776730635
24,RSAS,0.417044,0.3134026619242818,0.2414497825807925,0.2205545581798002,0.2069966584854361,0.1942269948427124,0.1814107248818614,0.1689309496158642,0.1574444684611807,0.1466174087544805,0.135507628401359,0.1237886221405823,0.1120818952079692,0.1011614727702676,0.0911176770928014,0.0817763759647479,0.073553140733595,0.0980914245968058,0.0980913057677398,0.0980911664844902,0.0980911547963853,0.0980911470043154,0.0980910817457299,0.0980910661615901,0.0980910057730484,0.0980909853188649,0.0980909366184279
25,RSAF,0.7865280000000001,0.5910646571536373,0.4553644569726589,0.415956914704544,0.390387268022638,0.3663042024334337,0.3421332392262703,0.3185968913099491,0.2969338556359414,0.2765144619580766,0.2555618686547802,0.2334603001002002,0.2113818898584648,0.1907864178721023,0.1718442282551648,0.1542269147495258,0.1387182279925212,0.1849964320438048,0.1849962079370254,0.184995945254489,0.1849959232111993,0.1849959085156727,0.1849957854406382,0.1849957560495851,0.1849956421592547,0.1849956035834976,0.1849955117364568
0,CAN,21.904333092675,10.334914811346383,4.935821658705453,3.1197435729841225,1.870051637400712,0.8762968660056281,0.0959603598129864,0.0908827745691096,0.0862936021662836,0.0818770773147315,0.0770712892444373,0.071661039153705,0.0659846643811484,0.0604835469815184,0.0551567905343554,0.0499073689451957,0.0451800537588947,0.0607019743879739,0.0611707117777333,0.0615822943684984,0.0619389768955192,0.0622583773570307,0.0625361432153069,0.0627644797763422,0.0629446342287738,0.06307733733086,0.0631521547130304
1,USA,230.94867424049997,108.92451182190152,51.973032452101954,32.796168267648355,19.590448985458607,9.083082403442347,0.8268934269210472,0.7770940267432389,0.7336188183388822,0.6936379560492074,0.6515649920451992,0.6049302605075163,0.5565603465715285,0.5103485788527544,0.4667772025521018,0.4250968086173338,0.3879931778618158,0.5253509260009472,0.5331099444741517,0.540072591587541,0.5462291780274634,0.5517012930101125,0.556426181597175,0.560321401532822,0.5634026555928323,0.5656708464573432,0.5669454032049287
2,MEX,24.52907486745,11.630853826496974,5.615468138120884,3.613502820711729,2.242612536125534,1.152980388040229,0.2964436825196715,0.2740237539474497,0.2535885067877654,0.23478861387019,0.2161247099796994,0.1970082154576873,0.1782032138202461,0.16077013944521,0.1448682551443401,0.130228416882481,0.1173946581963219,0.1568905397887202,0.1571909445731521,0.157469351422225,0.1577207734727602,0.1579426664539417,0.158132578184162,0.1582901280421866,0.1584143561157829,0.1585059929228846,0.1585572830630924
3,RCAM,12.945118019849998,6.15706122806905,2.992268023774162,1.9458019554181547,1.231370186791534,0.6637716766263356,0.2175220786381403,0.2006921502949316,0.1854030723078622,0.1713312480160694,0.1573170921706442,0.1429250420513054,0.1288141273209681,0.1158252384234651,0.1040257514868381,0.0931766814200742,0.0836684560451188,0.1113718461574519,0.1111553115512934,0.1109644537197654,0.1107986842494128,0.1106504168592107,0.1105215742533351,0.1104154765233356,0.1103318968212525,0.1102702348290813,0.1102354841425521
